city_id,timestamp,temp_celsius,precip_mm,wind_kmh,wmo_code,is_daylight
GLW,2026-04-12T13:00:00Z,16.2,0.0,6.4,0,True
GLW,2026-04-12T14:00:00Z,15.8,0.0,10.4,1,True
GLW,2026-04-12T15:00:00Z,11.8,0.0,27.2,0,True
GLW,2026-04-12T16:00:00Z,14.6,0.0,12.4,2,True
GLW,2026-04-12T17:00:00Z,15.9,0.0,16.2,2,True
GLW,2026-04-12T18:00:00Z,16.8,0.0,10.4,0,True
GLW,2026-04-12T19:00:00Z,16.7,0.0,19.0,0,True
GLW,2026-04-12T20:00:00Z,11.8,1.6,21.6,81,True
GLW,2026-04-12T21:00:00Z,11.1,3.4,12.3,80,True
GLW,2026-04-12T22:00:00Z,19.4,0.0,34.9,3,False
GLW,2026-04-12T23:00:00Z,18.7,0.0,5.7,1,False
GLW,2026-04-13T00:00:00Z,19.8,0.0,33.5,0,False
GLW,2026-04-13T01:00:00Z,13.9,0.6,20.9,53,False
GLW,2026-04-13T02:00:00Z,9.4,4.3,34.2,55,False
GLW,2026-04-13T03:00:00Z,15.8,4.1,20.6,81,False
GLW,2026-04-13T04:00:00Z,18.5,0.0,18.8,2,False
GLW,2026-04-13T05:00:00Z,13.2,0.0,16.8,0,False
GLW,2026-04-13T06:00:00Z,15.9,0.0,18.0,0,False
GLW,2026-04-13T07:00:00Z,15.0,0.0,32.8,1,True
GLW,2026-04-13T08:00:00Z,15.8,1.6,13.2,51,True
GLW,2026-04-13T09:00:00Z,14.3,0.7,8.2,80,True
GLW,2026-04-13T10:00:00Z,18.6,0.0,17.2,2,True
GLW,2026-04-13T11:00:00Z,13.9,0.0,30.6,1,True
GLW,2026-04-13T12:00:00Z,12.7,3.8,25.9,81,True
GLW,2026-04-13T13:00:00Z,13.9,4.4,16.9,51,True
GLW,2026-04-13T14:00:00Z,14.5,1.3,34.7,81,True
GLW,2026-04-13T15:00:00Z,13.6,2.6,7.8,53,True
GLW,2026-04-13T16:00:00Z,10.0,0.7,6.9,65,True
GLW,2026-04-13T17:00:00Z,18.5,0.0,16.2,1,True
GLW,2026-04-13T18:00:00Z,18.7,0.0,22.5,0,True
GLW,2026-04-13T19:00:00Z,12.7,4.1,18.3,63,True
GLW,2026-04-13T20:00:00Z,12.1,0.7,33.3,51,True
GLW,2026-04-13T21:00:00Z,12.9,0.3,25.5,53,True
GLW,2026-04-13T22:00:00Z,10.2,4.1,13.2,80,False
GLW,2026-04-13T23:00:00Z,18.7,0.0,12.4,1,False
GLW,2026-04-14T00:00:00Z,12.6,4.0,19.4,53,False
GLW,2026-04-14T01:00:00Z,12.9,4.0,20.8,53,False
GLW,2026-04-14T02:00:00Z,17.0,0.0,34.7,0,False
GLW,2026-04-14T03:00:00Z,12.5,0.0,15.3,2,False
GLW,2026-04-14T04:00:00Z,16.4,0.0,16.7,2,False
GLW,2026-04-14T05:00:00Z,11.6,3.7,13.4,51,False
GLW,2026-04-14T06:00:00Z,15.7,0.0,20.9,3,False
GLW,2026-04-14T07:00:00Z,16.9,0.0,24.7,1,True
GLW,2026-04-14T08:00:00Z,11.9,3.5,33.4,61,True
GLW,2026-04-14T09:00:00Z,13.7,0.0,30.4,3,True
GLW,2026-04-14T10:00:00Z,15.0,3.7,25.9,51,True
GLW,2026-04-14T11:00:00Z,15.5,0.0,22.0,0,True
GLW,2026-04-14T12:00:00Z,10.2,3.8,29.3,80,True
GLW,2026-04-14T13:00:00Z,16.3,0.0,6.7,2,True
GLW,2026-04-14T14:00:00Z,16.5,0.0,20.8,0,True
GLW,2026-04-14T15:00:00Z,12.6,1.0,29.1,80,True
GLW,2026-04-14T16:00:00Z,14.3,0.0,5.7,0,True
GLW,2026-04-14T17:00:00Z,16.6,0.0,30.8,1,True
GLW,2026-04-14T18:00:00Z,12.2,0.0,26.1,2,True
GLW,2026-04-14T19:00:00Z,15.1,0.0,34.3,0,True
GLW,2026-04-14T20:00:00Z,17.5,0.0,28.8,3,True
GLW,2026-04-14T21:00:00Z,18.4,0.0,25.8,2,True
GLW,2026-04-14T22:00:00Z,20.7,0.0,11.7,2,False
GLW,2026-04-14T23:00:00Z,13.7,0.0,13.8,1,False
GLW,2026-04-15T00:00:00Z,14.3,4.3,33.5,61,False
GLW,2026-04-15T01:00:00Z,16.7,0.0,29.3,0,False
GLW,2026-04-15T02:00:00Z,17.6,0.0,33.1,0,False
GLW,2026-04-15T03:00:00Z,12.4,0.9,31.6,63,False
GLW,2026-04-15T04:00:00Z,17.7,2.1,13.0,51,False
GLW,2026-04-15T05:00:00Z,9.9,3.3,6.4,63,False
GLW,2026-04-15T06:00:00Z,18.8,0.0,34.1,3,False
GLW,2026-04-15T07:00:00Z,17.4,0.0,16.3,3,True
GLW,2026-04-15T08:00:00Z,14.7,0.0,9.9,1,True
GLW,2026-04-15T09:00:00Z,11.5,4.3,7.2,61,True
GLW,2026-04-15T10:00:00Z,13.7,0.9,7.3,53,True
GLW,2026-04-15T11:00:00Z,13.0,0.0,31.8,0,True
GLW,2026-04-15T12:00:00Z,20.9,0.0,33.3,3,True
GLW,2026-04-15T13:00:00Z,12.5,1.1,10.7,53,True
GLW,2026-04-15T14:00:00Z,16.8,0.0,24.8,2,True
GLW,2026-04-15T15:00:00Z,14.5,3.8,9.6,63,True
GLW,2026-04-15T16:00:00Z,12.8,0.6,29.7,53,True
GLW,2026-04-15T17:00:00Z,16.1,0.0,10.1,3,True
GLW,2026-04-15T18:00:00Z,12.4,2.2,8.5,63,True
GLW,2026-04-15T19:00:00Z,13.1,0.0,7.7,3,True
GLW,2026-04-15T20:00:00Z,16.2,0.0,16.1,1,True
GLW,2026-04-15T21:00:00Z,14.5,0.0,19.0,1,True
GLW,2026-04-15T22:00:00Z,12.5,2.6,9.5,81,False
GLW,2026-04-15T23:00:00Z,17.6,0.0,21.2,0,False
GLW,2026-04-16T00:00:00Z,16.9,0.0,21.6,1,False
GLW,2026-04-16T01:00:00Z,19.0,0.0,33.1,3,False
GLW,2026-04-16T02:00:00Z,15.3,0.0,19.3,1,False
GLW,2026-04-16T03:00:00Z,7.7,3.6,25.3,61,False
GLW,2026-04-16T04:00:00Z,15.9,0.0,33.5,0,False
GLW,2026-04-16T05:00:00Z,19.6,0.0,8.8,1,False
GLW,2026-04-16T06:00:00Z,15.4,0.0,11.1,3,False
GLW,2026-04-16T07:00:00Z,16.8,0.0,32.3,1,True
GLW,2026-04-16T08:00:00Z,14.7,0.0,7.6,0,True
GLW,2026-04-16T09:00:00Z,17.5,0.0,32.5,2,True
GLW,2026-04-16T10:00:00Z,10.1,0.7,9.5,53,True
GLW,2026-04-16T11:00:00Z,18.3,0.0,8.0,0,True
GLW,2026-04-16T12:00:00Z,10.8,4.0,12.9,51,True
GLW,2026-04-16T13:00:00Z,17.6,0.0,9.3,3,True
GLW,2026-04-16T14:00:00Z,16.4,0.0,6.2,3,True
GLW,2026-04-16T15:00:00Z,15.8,0.0,19.3,2,True
GLW,2026-04-16T16:00:00Z,11.4,0.3,29.5,51,True
GLW,2026-04-16T17:00:00Z,14.2,3.1,34.2,81,True
GLW,2026-04-16T18:00:00Z,8.7,4.4,18.3,81,True
GLW,2026-04-16T19:00:00Z,15.6,0.0,7.7,2,True
GLW,2026-04-16T20:00:00Z,13.3,0.0,27.2,3,True
GLW,2026-04-16T21:00:00Z,17.0,0.0,9.8,2,True
GLW,2026-04-16T22:00:00Z,13.8,0.0,9.1,3,False
GLW,2026-04-16T23:00:00Z,17.9,0.0,11.0,0,False
GLW,2026-04-17T00:00:00Z,15.6,2.2,32.5,61,False
GLW,2026-04-17T01:00:00Z,14.5,0.0,16.9,2,False
GLW,2026-04-17T02:00:00Z,17.6,0.0,12.3,0,False
GLW,2026-04-17T03:00:00Z,17.8,0.0,22.6,3,False
GLW,2026-04-17T04:00:00Z,19.6,0.0,30.1,1,False
GLW,2026-04-17T05:00:00Z,11.6,0.9,22.2,63,False
GLW,2026-04-17T06:00:00Z,17.9,0.0,24.4,1,False
GLW,2026-04-17T07:00:00Z,14.6,0.0,30.9,2,True
GLW,2026-04-17T08:00:00Z,14.0,0.0,19.2,0,True
GLW,2026-04-17T09:00:00Z,11.8,1.3,29.2,65,True
GLW,2026-04-17T10:00:00Z,15.8,0.0,17.7,2,True
GLW,2026-04-17T11:00:00Z,14.6,0.0,14.1,2,True
GLW,2026-04-17T12:00:00Z,16.4,0.0,22.5,3,True
GLW,2026-04-17T13:00:00Z,9.5,1.4,25.5,51,True
GLW,2026-04-17T14:00:00Z,15.0,0.0,34.7,2,True
GLW,2026-04-17T15:00:00Z,15.8,0.0,31.8,2,True
GLW,2026-04-17T16:00:00Z,15.1,2.4,12.2,65,True
GLW,2026-04-17T17:00:00Z,10.4,3.3,24.7,53,True
GLW,2026-04-17T18:00:00Z,13.4,0.0,32.2,2,True
GLW,2026-04-17T19:00:00Z,10.4,0.0,29.5,0,True
GLW,2026-04-17T20:00:00Z,12.8,0.0,25.6,1,True
GLW,2026-04-17T21:00:00Z,18.5,0.0,20.2,3,True
GLW,2026-04-17T22:00:00Z,14.3,0.0,13.8,1,False
GLW,2026-04-17T23:00:00Z,15.6,0.0,32.4,2,False
GLW,2026-04-18T00:00:00Z,13.5,0.0,24.6,2,False
GLW,2026-04-18T01:00:00Z,11.9,3.6,14.9,80,False
GLW,2026-04-18T02:00:00Z,10.3,2.2,8.5,81,False
GLW,2026-04-18T03:00:00Z,10.7,0.7,25.4,63,False
GLW,2026-04-18T04:00:00Z,16.2,0.0,6.6,3,False
GLW,2026-04-18T05:00:00Z,17.8,0.0,34.6,1,False
GLW,2026-04-18T06:00:00Z,15.9,0.0,9.3,3,False
GLW,2026-04-18T07:00:00Z,16.4,0.0,23.9,1,True
GLW,2026-04-18T08:00:00Z,9.7,0.2,13.2,61,True
GLW,2026-04-18T09:00:00Z,15.0,0.0,28.6,1,True
GLW,2026-04-18T10:00:00Z,15.5,0.0,23.4,1,True
GLW,2026-04-18T11:00:00Z,13.9,0.0,5.1,3,True
GLW,2026-04-18T12:00:00Z,17.0,0.0,33.5,2,True
GLW,2026-04-18T13:00:00Z,16.2,0.0,27.0,1,True
GLW,2026-04-18T14:00:00Z,12.0,1.5,8.1,51,True
GLW,2026-04-18T15:00:00Z,17.9,0.0,13.9,2,True
GLW,2026-04-18T16:00:00Z,15.2,2.1,25.6,51,True
GLW,2026-04-18T17:00:00Z,11.2,4.3,32.5,55,True
GLW,2026-04-18T18:00:00Z,17.0,0.0,11.7,1,True
GLW,2026-04-18T19:00:00Z,15.7,0.0,10.1,1,True
GLW,2026-04-18T20:00:00Z,13.3,0.0,16.3,0,True
GLW,2026-04-18T21:00:00Z,15.5,0.0,8.2,0,True
GLW,2026-04-18T22:00:00Z,15.7,0.0,25.7,0,False
GLW,2026-04-18T23:00:00Z,17.1,0.0,26.1,3,False
GLW,2026-04-19T00:00:00Z,13.1,1.5,24.8,61,False
GLW,2026-04-19T01:00:00Z,13.8,0.0,17.6,2,False
GLW,2026-04-19T02:00:00Z,13.8,0.0,13.5,0,False
GLW,2026-04-19T03:00:00Z,16.4,0.0,12.9,3,False
GLW,2026-04-19T04:00:00Z,17.3,0.0,15.7,1,False
GLW,2026-04-19T05:00:00Z,18.3,0.0,11.2,1,False
GLW,2026-04-19T06:00:00Z,16.6,0.0,12.0,2,False
GLW,2026-04-19T07:00:00Z,15.2,3.1,9.5,63,True
GLW,2026-04-19T08:00:00Z,9.9,3.3,8.0,63,True
GLW,2026-04-19T09:00:00Z,6.7,1.3,6.5,80,True
GLW,2026-04-19T10:00:00Z,17.5,0.0,30.6,0,True
GLW,2026-04-19T11:00:00Z,15.1,0.0,30.5,2,True
GLW,2026-04-19T12:00:00Z,16.4,0.0,30.6,0,True
GLW,2026-04-19T13:00:00Z,14.0,0.0,33.7,1,True
GLW,2026-04-19T14:00:00Z,15.7,1.8,15.3,63,True
GLW,2026-04-19T15:00:00Z,13.5,1.9,30.5,53,True
GLW,2026-04-19T16:00:00Z,15.6,0.0,8.4,1,True
GLW,2026-04-19T17:00:00Z,19.8,0.0,8.1,0,True
GLW,2026-04-19T18:00:00Z,15.6,0.0,29.1,3,True
GLW,2026-04-19T19:00:00Z,13.3,0.0,23.3,1,True
GLW,2026-04-19T20:00:00Z,13.8,0.0,19.5,1,True
GLW,2026-04-19T21:00:00Z,15.3,0.0,24.6,3,True
GLW,2026-04-19T22:00:00Z,12.3,4.4,25.1,80,False
GLW,2026-04-19T23:00:00Z,13.1,0.0,19.5,0,False
GLW,2026-04-20T00:00:00Z,17.3,0.0,9.5,3,False
GLW,2026-04-20T01:00:00Z,20.7,0.0,20.2,0,False
GLW,2026-04-20T02:00:00Z,16.3,0.0,31.1,3,False
GLW,2026-04-20T03:00:00Z,11.2,1.4,20.2,55,False
GLW,2026-04-20T04:00:00Z,17.6,0.0,17.1,3,False
GLW,2026-04-20T05:00:00Z,9.5,0.6,20.0,55,False
GLW,2026-04-20T06:00:00Z,16.9,0.0,27.4,3,False
GLW,2026-04-20T07:00:00Z,9.8,0.2,7.7,53,True
GLW,2026-04-20T08:00:00Z,17.3,0.0,31.7,2,True
GLW,2026-04-20T09:00:00Z,17.8,0.0,6.6,3,True
GLW,2026-04-20T10:00:00Z,11.4,1.6,28.0,55,True
GLW,2026-04-20T11:00:00Z,15.8,0.0,27.8,2,True
GLW,2026-04-20T12:00:00Z,11.0,1.7,24.0,51,True
GLW,2026-04-20T13:00:00Z,15.8,0.0,9.9,2,True
GLW,2026-04-20T14:00:00Z,11.4,0.7,23.3,53,True
GLW,2026-04-20T15:00:00Z,12.8,1.0,15.1,53,True
GLW,2026-04-20T16:00:00Z,19.6,0.0,32.8,0,True
GLW,2026-04-20T17:00:00Z,16.3,0.0,24.8,0,True
GLW,2026-04-20T18:00:00Z,13.8,0.0,33.9,1,True
GLW,2026-04-20T19:00:00Z,10.0,2.7,32.7,61,True
GLW,2026-04-20T20:00:00Z,15.3,0.0,25.8,1,True
GLW,2026-04-20T21:00:00Z,14.3,2.8,14.7,65,True
GLW,2026-04-20T22:00:00Z,17.8,0.0,34.4,3,False
GLW,2026-04-20T23:00:00Z,15.2,0.0,34.1,1,False
GLW,2026-04-21T00:00:00Z,21.1,0.0,9.1,1,False
GLW,2026-04-21T01:00:00Z,17.4,0.0,14.4,2,False
GLW,2026-04-21T02:00:00Z,13.9,0.0,11.0,1,False
GLW,2026-04-21T03:00:00Z,14.3,0.0,9.0,2,False
GLW,2026-04-21T04:00:00Z,11.8,0.0,20.1,1,False
GLW,2026-04-21T05:00:00Z,15.2,0.0,21.9,2,False
GLW,2026-04-21T06:00:00Z,12.7,0.0,25.2,3,False
GLW,2026-04-21T07:00:00Z,17.5,0.0,5.4,2,True
GLW,2026-04-21T08:00:00Z,10.5,0.8,25.1,53,True
GLW,2026-04-21T09:00:00Z,15.0,0.8,6.9,65,True
GLW,2026-04-21T10:00:00Z,15.7,0.0,27.6,1,True
GLW,2026-04-21T11:00:00Z,15.2,3.4,30.9,55,True
GLW,2026-04-21T12:00:00Z,18.4,0.0,12.1,3,True
GLW,2026-04-21T13:00:00Z,15.8,0.0,16.4,2,True
GLW,2026-04-21T14:00:00Z,15.4,0.0,34.0,2,True
GLW,2026-04-21T15:00:00Z,13.2,3.9,18.3,81,True
GLW,2026-04-21T16:00:00Z,15.9,3.4,21.4,51,True
GLW,2026-04-21T17:00:00Z,15.7,0.0,25.5,1,True
GLW,2026-04-21T18:00:00Z,13.2,3.4,8.6,65,True
GLW,2026-04-21T19:00:00Z,11.0,2.7,12.7,81,True
GLW,2026-04-21T20:00:00Z,15.6,0.0,6.2,1,True
GLW,2026-04-21T21:00:00Z,16.4,0.0,30.3,0,True
GLW,2026-04-21T22:00:00Z,13.2,0.0,7.2,2,False
GLW,2026-04-21T23:00:00Z,18.3,0.0,28.6,1,False
GLW,2026-04-22T00:00:00Z,11.4,0.6,11.6,53,False
GLW,2026-04-22T01:00:00Z,11.2,4.3,23.5,51,False
GLW,2026-04-22T02:00:00Z,17.5,0.0,8.4,0,False
GLW,2026-04-22T03:00:00Z,18.3,0.0,23.6,1,False
GLW,2026-04-22T04:00:00Z,14.4,0.0,16.4,2,False
GLW,2026-04-22T05:00:00Z,14.1,0.0,13.5,0,False
GLW,2026-04-22T06:00:00Z,17.6,0.0,20.4,2,False
GLW,2026-04-22T07:00:00Z,20.1,0.0,10.8,3,True
GLW,2026-04-22T08:00:00Z,17.2,0.0,10.0,0,True
GLW,2026-04-22T09:00:00Z,15.0,0.0,23.9,0,True
GLW,2026-04-22T10:00:00Z,11.0,3.8,11.2,53,True
GLW,2026-04-22T11:00:00Z,13.1,0.0,27.4,3,True
GLW,2026-04-22T12:00:00Z,8.2,3.3,6.1,55,True
GLW,2026-04-22T13:00:00Z,12.7,2.7,11.8,65,True
GLW,2026-04-22T14:00:00Z,9.5,2.1,17.1,53,True
GLW,2026-04-22T15:00:00Z,14.9,0.0,24.2,3,True
GLW,2026-04-22T16:00:00Z,13.8,0.0,26.0,0,True
GLW,2026-04-22T17:00:00Z,11.2,2.8,13.4,63,True
GLW,2026-04-22T18:00:00Z,18.9,0.0,16.9,3,True
GLW,2026-04-22T19:00:00Z,16.8,0.0,27.4,3,True
GLW,2026-04-22T20:00:00Z,17.2,0.0,33.8,2,True
GLW,2026-04-22T21:00:00Z,12.3,4.0,9.2,51,True
GLW,2026-04-22T22:00:00Z,11.9,2.5,33.4,53,False
GLW,2026-04-22T23:00:00Z,17.0,0.0,30.5,2,False
GLW,2026-04-23T00:00:00Z,16.2,1.1,30.0,65,False
GLW,2026-04-23T01:00:00Z,10.8,0.4,27.5,65,False
GLW,2026-04-23T02:00:00Z,13.7,0.0,24.3,3,False
GLW,2026-04-23T03:00:00Z,12.0,2.7,33.5,63,False
GLW,2026-04-23T04:00:00Z,17.3,0.0,8.0,1,False
GLW,2026-04-23T05:00:00Z,15.1,0.0,23.5,1,False
GLW,2026-04-23T06:00:00Z,18.0,0.0,22.0,1,False
GLW,2026-04-23T07:00:00Z,13.2,1.5,28.6,51,True
GLW,2026-04-23T08:00:00Z,15.7,0.0,13.3,3,True
GLW,2026-04-23T09:00:00Z,13.6,1.7,14.2,51,True
GLW,2026-04-23T10:00:00Z,14.5,0.0,24.4,1,True
GLW,2026-04-23T11:00:00Z,12.7,2.5,12.9,81,True
GLW,2026-04-23T12:00:00Z,15.1,0.0,26.8,0,True
GLW,2026-04-23T13:00:00Z,17.0,0.0,28.1,0,True
GLW,2026-04-23T14:00:00Z,9.6,2.6,21.3,61,True
GLW,2026-04-23T15:00:00Z,15.4,0.0,16.8,3,True
GLW,2026-04-23T16:00:00Z,15.1,0.0,9.0,2,True
GLW,2026-04-23T17:00:00Z,14.1,0.0,24.9,0,True
GLW,2026-04-23T18:00:00Z,17.4,0.0,27.7,1,True
GLW,2026-04-23T19:00:00Z,14.1,3.0,34.0,65,True
GLW,2026-04-23T20:00:00Z,20.4,0.0,33.2,3,True
GLW,2026-04-23T21:00:00Z,12.2,1.2,25.1,55,True
GLW,2026-04-23T22:00:00Z,17.6,0.0,16.6,2,False
GLW,2026-04-23T23:00:00Z,18.8,0.0,8.1,0,False
GLW,2026-04-24T00:00:00Z,16.7,0.0,30.0,2,False
GLW,2026-04-24T01:00:00Z,10.6,2.7,31.9,65,False
GLW,2026-04-24T02:00:00Z,13.4,1.8,32.2,81,False
GLW,2026-04-24T03:00:00Z,16.8,0.0,28.8,2,False
GLW,2026-04-24T04:00:00Z,14.3,0.0,20.1,0,False
GLW,2026-04-24T05:00:00Z,12.3,1.4,9.5,65,False
GLW,2026-04-24T06:00:00Z,14.4,3.0,17.4,63,False
GLW,2026-04-24T07:00:00Z,9.7,1.1,9.8,63,True
GLW,2026-04-24T08:00:00Z,16.3,0.0,12.3,0,True
GLW,2026-04-24T09:00:00Z,13.6,4.0,9.4,65,True
GLW,2026-04-24T10:00:00Z,13.8,2.4,17.2,65,True
GLW,2026-04-24T11:00:00Z,18.3,0.0,29.6,0,True
GLW,2026-04-24T12:00:00Z,13.8,0.0,18.5,1,True
GLW,2026-04-24T13:00:00Z,17.8,0.0,23.0,3,True
GLW,2026-04-24T14:00:00Z,19.3,0.0,23.7,1,True
GLW,2026-04-24T15:00:00Z,15.7,0.0,18.6,1,True
GLW,2026-04-24T16:00:00Z,14.2,0.0,16.3,1,True
GLW,2026-04-24T17:00:00Z,13.2,2.4,17.6,61,True
GLW,2026-04-24T18:00:00Z,15.8,1.0,32.0,63,True
GLW,2026-04-24T19:00:00Z,18.4,0.0,32.1,0,True
GLW,2026-04-24T20:00:00Z,17.6,0.0,31.9,0,True
GLW,2026-04-24T21:00:00Z,14.1,0.0,6.3,3,True
GLW,2026-04-24T22:00:00Z,15.7,0.0,33.2,1,False
GLW,2026-04-24T23:00:00Z,13.9,0.0,32.2,3,False
GLW,2026-04-25T00:00:00Z,18.9,0.0,17.8,0,False
GLW,2026-04-25T01:00:00Z,12.7,2.8,21.3,80,False
GLW,2026-04-25T02:00:00Z,11.6,3.2,28.7,61,False
GLW,2026-04-25T03:00:00Z,14.1,0.0,11.2,0,False
GLW,2026-04-25T04:00:00Z,15.8,0.0,15.9,3,False
GLW,2026-04-25T05:00:00Z,11.8,2.6,23.4,81,False
GLW,2026-04-25T06:00:00Z,18.5,0.0,27.6,3,False
GLW,2026-04-25T07:00:00Z,17.1,0.0,19.5,3,True
GLW,2026-04-25T08:00:00Z,18.3,0.0,28.2,2,True
GLW,2026-04-25T09:00:00Z,13.8,3.4,18.4,65,True
GLW,2026-04-25T10:00:00Z,13.7,0.0,8.0,1,True
GLW,2026-04-25T11:00:00Z,16.9,0.0,25.5,2,True
GLW,2026-04-25T12:00:00Z,9.4,4.3,5.2,53,True
GLW,2026-04-25T13:00:00Z,9.3,0.6,12.9,65,True
GLW,2026-04-25T14:00:00Z,16.5,0.0,26.7,0,True
GLW,2026-04-25T15:00:00Z,14.2,0.0,26.3,3,True
GLW,2026-04-25T16:00:00Z,14.4,0.0,24.2,1,True
GLW,2026-04-25T17:00:00Z,18.7,0.0,20.5,1,True
GLW,2026-04-25T18:00:00Z,8.3,2.8,25.2,80,True
GLW,2026-04-25T19:00:00Z,16.8,0.0,13.3,0,True
GLW,2026-04-25T20:00:00Z,15.9,0.0,17.2,3,True
GLW,2026-04-25T21:00:00Z,11.9,0.6,13.5,61,True
GLW,2026-04-25T22:00:00Z,15.2,0.0,15.4,2,False
GLW,2026-04-25T23:00:00Z,15.0,0.0,32.9,1,False
GLW,2026-04-26T00:00:00Z,15.2,0.0,10.3,2,False
GLW,2026-04-26T01:00:00Z,14.2,0.0,8.5,0,False
GLW,2026-04-26T02:00:00Z,16.0,0.0,31.3,2,False
GLW,2026-04-26T03:00:00Z,14.2,0.0,21.9,2,False
GLW,2026-04-26T04:00:00Z,11.1,0.0,33.8,2,False
GLW,2026-04-26T05:00:00Z,19.2,0.0,19.5,3,False
GLW,2026-04-26T06:00:00Z,9.6,2.9,34.8,53,False
GLW,2026-04-26T07:00:00Z,16.6,0.0,15.6,1,True
GLW,2026-04-26T08:00:00Z,14.0,0.0,12.4,2,True
GLW,2026-04-26T09:00:00Z,16.1,2.2,15.6,51,True
GLW,2026-04-26T10:00:00Z,18.1,0.0,10.5,2,True
GLW,2026-04-26T11:00:00Z,14.7,0.0,27.1,1,True
GLW,2026-04-26T12:00:00Z,16.0,0.0,11.9,1,True
GLW,2026-04-26T13:00:00Z,16.5,0.0,32.6,2,True
GLW,2026-04-26T14:00:00Z,16.8,0.0,23.4,3,True
GLW,2026-04-26T15:00:00Z,17.1,0.0,14.5,0,True
GLW,2026-04-26T16:00:00Z,14.4,0.0,19.7,2,True
GLW,2026-04-26T17:00:00Z,13.3,0.0,8.8,2,True
GLW,2026-04-26T18:00:00Z,18.0,0.0,19.3,3,True
GLW,2026-04-26T19:00:00Z,13.6,0.0,10.2,2,True
GLW,2026-04-26T20:00:00Z,17.9,0.0,14.5,3,True
GLW,2026-04-26T21:00:00Z,11.3,1.8,30.9,80,True
GLW,2026-04-26T22:00:00Z,12.6,1.2,19.1,81,False
GLW,2026-04-26T23:00:00Z,16.8,0.0,17.6,2,False
GLW,2026-04-27T00:00:00Z,17.9,0.0,30.6,2,False
GLW,2026-04-27T01:00:00Z,7.0,3.1,29.4,65,False
GLW,2026-04-27T02:00:00Z,13.6,0.0,21.7,1,False
GLW,2026-04-27T03:00:00Z,19.1,0.0,9.5,1,False
GLW,2026-04-27T04:00:00Z,20.0,0.0,17.6,1,False
GLW,2026-04-27T05:00:00Z,12.4,2.6,22.0,51,False
GLW,2026-04-27T06:00:00Z,14.4,0.0,6.8,1,False
GLW,2026-04-27T07:00:00Z,16.5,0.0,27.3,3,True
GLW,2026-04-27T08:00:00Z,11.2,2.6,33.0,51,True
GLW,2026-04-27T09:00:00Z,10.4,3.1,23.2,61,True
GLW,2026-04-27T10:00:00Z,17.0,0.0,34.4,1,True
GLW,2026-04-27T11:00:00Z,10.9,3.4,31.7,51,True
GLW,2026-04-27T12:00:00Z,14.0,0.0,18.9,2,True
GLW,2026-04-27T13:00:00Z,13.1,0.0,17.7,1,True
GLW,2026-04-27T14:00:00Z,12.4,0.0,30.5,3,True
GLW,2026-04-27T15:00:00Z,11.0,3.0,26.3,65,True
GLW,2026-04-27T16:00:00Z,17.4,0.0,13.1,3,True
GLW,2026-04-27T17:00:00Z,16.0,0.0,18.5,2,True
GLW,2026-04-27T18:00:00Z,9.6,0.7,12.0,61,True
GLW,2026-04-27T19:00:00Z,12.5,0.6,33.1,63,True
