ride_id,bike_id,rider_hash,start_zone_id,end_zone_id,start_lat,start_lon,end_lat,end_lon,start_time,end_time,duration_secs,distance_m,cost_pence,was_redirected,redirect_reason,minutes_wasted
GLW_R000015,GLW_B0284,23848f0c0d37fcdf,GLW_Z016,GLW_Z056,55.862083,-4.254377,55.855991,-4.303911,2026-05-22T13:58:00Z,2026-05-22T14:12:57Z,897,3105,224,False,,0.0
GLW_R000016,GLW_B0086,a2e5200b8c503c6f,GLW_Z057,GLW_Z045,55.858331,-4.249543,55.856894,-4.303386,2026-04-21T17:56:00Z,2026-04-21T18:07:21Z,681,3347,170,False,,0.0
GLW_R000017,GLW_B0065,cda188f067557bc4,GLW_Z004,GLW_Z026,55.865769,-4.274578,55.867712,-4.300706,2026-05-03T16:49:00Z,2026-05-03T16:56:38Z,458,1617,114,False,,0.0
GLW_R000018,GLW_B0213,95841b4f71ba6031,GLW_Z001,GLW_Z037,55.848446,-4.281448,55.865629,-4.28469,2026-04-20T19:54:00Z,2026-04-20T20:01:48Z,468,1841,117,False,,0.0
GLW_R000019,GLW_B0232,d655c7978124cc7a,GLW_Z010,GLW_Z060,55.854783,-4.245102,55.848707,-4.272378,2026-04-27T12:52:00Z,2026-04-27T12:58:05Z,365,1761,127,True,no_bikes_nearby,2.4
GLW_R000020,GLW_B0160,6fa0f515656a2ef3,GLW_Z027,GLW_Z048,55.855702,-4.261453,55.875454,-4.237412,2026-05-04T06:30:00Z,2026-05-04T06:39:31Z,571,2702,250,True,zone_full,7.2
GLW_R000021,GLW_B0292,a8ea1d97e36d94e1,GLW_Z022,GLW_Z012,55.854719,-4.25166,55.859872,-4.237608,2026-05-03T12:59:00Z,2026-05-03T13:05:06Z,366,1054,91,False,,0.0
GLW_R000022,GLW_B0083,5eeae511375eea8c,GLW_Z054,GLW_Z037,55.863757,-4.239686,55.865143,-4.28548,2026-04-30T06:40:00Z,2026-04-30T06:48:29Z,509,2815,176,True,zone_full,3.3
GLW_R000023,GLW_B0348,a32cd4a4d7af5be5,GLW_Z017,GLW_Z044,55.8703,-4.238264,55.88175,-4.251592,2026-05-22T19:22:00Z,2026-05-22T19:27:04Z,304,1575,76,False,,0.0
GLW_R000024,GLW_B0030,b7e7f211bf85d93b,GLW_Z007,GLW_Z040,55.865824,-4.226975,55.829087,-4.30102,2026-04-14T21:46:00Z,2026-04-14T22:07:45Z,1305,6187,368,True,no_bikes_nearby,2.8
GLW_R000025,GLW_B0352,a4af25cef72687fb,GLW_Z005,GLW_Z045,55.872386,-4.277885,55.856556,-4.302841,2026-05-18T10:41:00Z,2026-05-18T10:50:04Z,544,2294,136,False,,0.0
GLW_R000026,GLW_B0397,930e8943cb388aa2,GLW_Z019,GLW_Z006,55.88997,-4.330932,55.873982,-4.237818,2026-04-28T07:48:00Z,2026-04-28T08:08:25Z,1225,6065,397,True,geofence_violation,6.1
GLW_R000027,GLW_B0014,240f40d5b2dd6d7e,GLW_Z045,GLW_Z047,55.856605,-4.30248,55.861079,-4.345907,2026-04-27T11:42:00Z,2026-04-27T11:51:05Z,545,2714,136,False,,0.0
GLW_R000028,GLW_B0165,645246a575a46e5d,GLW_Z034,GLW_Z014,55.86019,-4.258219,55.857817,-4.255069,2026-05-07T20:17:00Z,2026-05-07T20:18:12Z,72,258,84,True,geofence_violation,4.4
GLW_R000029,GLW_B0049,355270e6dd68d699,GLW_Z041,GLW_Z059,55.858009,-4.206821,55.836377,-4.230202,2026-05-08T09:09:00Z,2026-05-08T09:21:22Z,742,2888,185,False,,0.0
GLW_R000030,GLW_B0328,b80ec59fd70794d0,GLW_Z048,GLW_Z019,55.875939,-4.236748,55.891001,-4.330434,2026-05-08T02:26:00Z,2026-05-08T02:51:31Z,1531,6046,424,True,zone_full,2.8
GLW_R000031,GLW_B0345,348dac3c568078b2,GLW_Z039,GLW_Z047,55.862657,-4.271883,55.861096,-4.346217,2026-04-13T07:54:00Z,2026-04-13T08:13:52Z,1192,4654,298,False,,0.0
GLW_R000032,GLW_B0096,756222e889d7de07,GLW_Z034,GLW_Z051,55.859861,-4.257725,55.888814,-4.226378,2026-05-14T11:28:00Z,2026-05-14T11:42:22Z,862,3742,265,True,no_bikes_nearby,3.3
GLW_R000033,GLW_B0381,55a241c78021a074,GLW_Z026,GLW_Z026,55.86644,-4.300632,55.868867,-4.301235,2026-05-09T08:16:00Z,2026-05-09T08:17:23Z,83,0,20,False,,0.0
GLW_R000034,GLW_B0391,38b840d0b1db08b7,GLW_Z055,GLW_Z050,55.86614,-4.242579,55.863089,-4.26354,2026-05-15T09:54:00Z,2026-05-15T10:00:28Z,388,1350,199,True,zone_full,6.8
GLW_R000035,GLW_B0321,c94e81a266405caa,GLW_Z016,GLW_Z024,55.86188,-4.255607,55.879866,-4.252592,2026-05-14T15:19:00Z,2026-05-14T15:28:14Z,554,1945,171,True,no_bikes_nearby,2.2
GLW_R000036,GLW_B0274,9540e023d1496ec2,GLW_Z044,GLW_Z022,55.883447,-4.25086,55.855005,-4.251753,2026-04-20T21:31:00Z,2026-04-20T21:43:37Z,757,3068,189,False,,0.0
GLW_R000037,GLW_B0147,8a26cd96b8b695b4,GLW_Z012,GLW_Z030,55.860513,-4.237243,55.870909,-4.294246,2026-04-26T04:34:00Z,2026-04-26T04:46:30Z,750,3687,249,True,no_bikes_nearby,4.1
GLW_R000038,GLW_B0128,a0e1348676e7d718,GLW_Z009,GLW_Z019,55.860933,-4.271764,55.890858,-4.330148,2026-04-19T13:24:00Z,2026-04-19T13:39:36Z,936,4817,343,True,zone_full,7.3
GLW_R000039,GLW_B0052,0668b820f2649bd3,GLW_Z052,GLW_Z017,55.86232,-4.271466,55.869691,-4.2384,2026-05-17T06:49:00Z,2026-05-17T06:56:49Z,469,2202,150,True,geofence_violation,2.2
GLW_R000040,GLW_B0161,4b4d1607f74e7e48,GLW_Z057,GLW_Z006,55.859042,-4.249476,55.874371,-4.237786,2026-04-13T07:36:00Z,2026-04-13T07:43:21Z,441,1859,224,True,zone_full,7.6
GLW_R000041,GLW_B0165,b7bcd871162082e8,GLW_Z009,GLW_Z030,55.861997,-4.273165,55.868595,-4.294143,2026-04-23T06:56:00Z,2026-04-23T07:03:49Z,469,1643,210,True,zone_full,6.2
GLW_R000042,GLW_B0130,cd549c1550bef1e6,GLW_Z054,GLW_Z038,55.864976,-4.239473,55.884473,-4.22924,2026-05-17T16:18:00Z,2026-05-17T16:29:36Z,696,2352,286,True,geofence_violation,7.5
GLW_R000043,GLW_B0134,48a8717381afcfda,GLW_Z039,GLW_Z047,55.86409,-4.270694,55.861739,-4.346271,2026-05-13T07:40:00Z,2026-05-13T08:02:49Z,1369,4654,342,False,,0.0
GLW_R000044,GLW_B0213,a8ea1d97e36d94e1,GLW_Z019,GLW_Z003,55.890938,-4.330586,55.862411,-4.256802,2026-05-14T16:15:00Z,2026-05-14T16:36:33Z,1293,5580,381,True,zone_full,3.9
GLW_R000045,GLW_B0007,8dfc092c30e94154,GLW_Z016,GLW_Z036,55.861914,-4.254624,55.869427,-4.307796,2026-04-29T09:11:00Z,2026-04-29T09:21:09Z,609,3442,152,False,,0.0
GLW_R000046,GLW_B0001,4054f891c187c4df,GLW_Z056,GLW_Z034,55.856306,-4.303496,55.85978,-4.256703,2026-04-18T13:00:00Z,2026-04-18T13:09:29Z,569,2935,142,False,,0.0
GLW_R000047,GLW_B0387,f731bde993e6a24e,GLW_Z056,GLW_Z034,55.857244,-4.303801,55.860034,-4.256841,2026-04-23T15:50:00Z,2026-04-23T16:00:02Z,602,2935,185,True,no_bikes_nearby,2.3
GLW_R000048,GLW_B0332,6705ead317c19a89,GLW_Z037,GLW_Z048,55.865413,-4.284311,55.876007,-4.236254,2026-05-13T20:13:00Z,2026-05-13T20:24:32Z,692,3164,237,True,geofence_violation,4.3
GLW_R000049,GLW_B0069,0e6eabc19d1f2495,GLW_Z005,GLW_Z038,55.872151,-4.278126,55.883683,-4.229702,2026-04-18T05:00:00Z,2026-04-18T05:10:42Z,642,3317,231,True,zone_full,4.7
GLW_R000050,GLW_B0086,73b82be958000911,GLW_Z043,GLW_Z036,55.872721,-4.250984,55.869167,-4.309714,2026-04-27T08:34:00Z,2026-04-27T08:46:27Z,747,3614,243,True,geofence_violation,3.8
GLW_R000051,GLW_B0028,82aadb15147e1e87,GLW_Z032,GLW_Z042,55.883495,-4.317631,55.859634,-4.263958,2026-04-12T09:20:00Z,2026-04-12T09:37:14Z,1034,4379,258,False,,0.0
GLW_R000052,GLW_B0333,98fdc4c41151e3aa,GLW_Z024,GLW_Z055,55.879613,-4.252015,55.866509,-4.242864,2026-04-20T13:29:00Z,2026-04-20T13:34:18Z,318,1613,190,True,zone_full,7.4
GLW_R000053,GLW_B0107,9b248df15059deda,GLW_Z057,GLW_Z028,55.857601,-4.249565,55.872593,-4.254778,2026-05-18T16:01:00Z,2026-05-18T16:09:23Z,503,1644,199,True,geofence_violation,4.9
GLW_R000054,GLW_B0240,c01ff7aa30151c3f,GLW_Z039,GLW_Z043,55.863475,-4.271607,55.873771,-4.251417,2026-05-20T22:56:00Z,2026-05-20T23:02:28Z,388,1662,133,True,geofence_violation,2.4
GLW_R000055,GLW_B0169,98db03a52efc3fe5,GLW_Z050,GLW_Z059,55.862662,-4.263401,55.836773,-4.230481,2026-04-21T15:46:00Z,2026-04-21T15:58:59Z,779,3607,194,False,,0.0
GLW_R000056,GLW_B0155,9f80e172777ffb5d,GLW_Z040,GLW_Z008,55.827459,-4.301512,55.860897,-4.251833,2026-04-23T15:32:00Z,2026-04-23T15:53:30Z,1290,4825,322,False,,0.0
GLW_R000057,GLW_B0204,cd1b7df4538ceaf9,GLW_Z037,GLW_Z056,55.866431,-4.284638,55.855191,-4.303414,2026-05-12T11:35:00Z,2026-05-12T11:41:41Z,401,1596,100,False,,0.0
GLW_R000058,GLW_B0042,9ff9790bbe5fbeb2,GLW_Z012,GLW_Z002,55.860547,-4.237404,55.858951,-4.260906,2026-05-20T13:42:00Z,2026-05-20T13:50:19Z,499,1467,226,True,geofence_violation,6.8
GLW_R000059,GLW_B0358,ff87c9ef1840d61a,GLW_Z021,GLW_Z029,55.860722,-4.288852,55.871889,-4.233826,2026-05-03T16:42:00Z,2026-05-03T16:53:34Z,694,3679,233,True,geofence_violation,4.0
GLW_R000060,GLW_B0057,2c53b7429f0952d3,GLW_Z018,GLW_Z028,55.841829,-4.265122,55.872383,-4.253994,2026-04-15T17:00:00Z,2026-04-15T17:17:41Z,1061,3515,265,False,,0.0
GLW_R000061,GLW_B0177,81188fbecf74ff49,GLW_Z019,GLW_Z040,55.891167,-4.330483,55.827995,-4.30105,2026-04-12T22:18:00Z,2026-04-12T22:41:14Z,1394,7176,378,True,zone_full,2.0
GLW_R000062,GLW_B0243,9571379602169659,GLW_Z020,GLW_Z045,55.850362,-4.257065,55.856846,-4.303173,2026-05-06T17:03:00Z,2026-05-06T17:14:27Z,687,2967,171,False,,0.0
GLW_R000063,GLW_B0109,acba3d87ad647d0a,GLW_Z019,GLW_Z030,55.891085,-4.331046,55.870186,-4.295425,2026-04-29T08:57:00Z,2026-04-29T09:08:37Z,697,3204,174,False,,0.0
GLW_R000064,GLW_B0236,e524949489017cf2,GLW_Z007,GLW_Z055,55.863772,-4.227111,55.865244,-4.243237,2026-05-20T03:44:00Z,2026-05-20T03:47:45Z,225,991,110,True,zone_full,3.6
GLW_R000065,GLW_B0177,e7a66dbd3287c2ef,GLW_Z003,GLW_Z044,55.861885,-4.256853,55.884063,-4.249892,2026-05-14T07:00:00Z,2026-05-14T07:11:19Z,679,2335,243,True,geofence_violation,4.9
GLW_R000066,GLW_B0183,b19a2d5455122fe9,GLW_Z049,GLW_Z012,55.864636,-4.259379,55.861077,-4.238853,2026-04-21T18:24:00Z,2026-04-21T18:31:23Z,443,1499,173,True,geofence_violation,4.2
GLW_R000067,GLW_B0245,197a7ed113096394,GLW_Z024,GLW_Z002,55.878826,-4.251708,55.859625,-4.260693,2026-04-26T17:17:00Z,2026-04-26T17:25:38Z,518,2302,129,False,,0.0
GLW_R000068,GLW_B0136,323fcb86c2eef772,GLW_Z008,GLW_Z015,55.86087,-4.251574,55.861461,-4.251747,2026-05-21T05:11:00Z,2026-05-21T05:12:00Z,60,64,81,True,zone_full,4.4
GLW_R000069,GLW_B0061,9571379602169659,GLW_Z038,GLW_Z017,55.884693,-4.229706,55.869727,-4.238917,2026-04-13T15:32:00Z,2026-04-13T15:40:20Z,500,1686,155,True,zone_full,2.0
GLW_R000070,GLW_B0268,f3ad029696e640c2,GLW_Z049,GLW_Z013,55.866755,-4.260372,55.860782,-4.271894,2026-04-23T04:38:00Z,2026-04-23T04:40:54Z,174,941,150,True,no_bikes_nearby,7.1
GLW_R000071,GLW_B0053,80312beba14fa77e,GLW_Z042,GLW_Z040,55.859648,-4.263628,55.829025,-4.301731,2026-05-01T09:17:00Z,2026-05-01T09:37:03Z,1203,4157,377,True,geofence_violation,5.1
GLW_R000072,GLW_B0003,0be0272b99f10d26,GLW_Z043,GLW_Z040,55.872794,-4.250632,55.828539,-4.302301,2026-04-24T18:56:00Z,2026-04-24T19:18:08Z,1328,5911,369,True,no_bikes_nearby,2.5
GLW_R000073,GLW_B0267,a2ea4046a4e48e70,GLW_Z053,GLW_Z013,55.871249,-4.256202,55.860845,-4.271771,2026-04-29T05:16:00Z,2026-04-29T05:20:54Z,294,1489,181,True,no_bikes_nearby,7.2
GLW_R000074,GLW_B0200,cdcae2c2576ed3ab,GLW_Z037,GLW_Z050,55.86546,-4.283963,55.862729,-4.263209,2026-05-06T12:38:00Z,2026-05-06T12:44:33Z,393,1352,198,True,zone_full,6.7
GLW_R000075,GLW_B0373,942fbeb41a747f63,GLW_Z026,GLW_Z041,55.86797,-4.300696,55.858225,-4.206436,2026-05-18T16:33:00Z,2026-05-18T16:55:01Z,1321,5962,394,True,geofence_violation,4.3
GLW_R000076,GLW_B0377,b3b92b5f256e3883,GLW_Z027,GLW_Z041,55.855516,-4.261097,55.858159,-4.2067,2026-05-03T07:04:00Z,2026-05-03T07:16:09Z,729,3425,287,True,zone_full,7.0
GLW_R000077,GLW_B0322,b8a646e36a0d18e8,GLW_Z027,GLW_Z002,55.855983,-4.262151,55.858958,-4.260491,2026-04-30T09:54:00Z,2026-04-30T09:55:20Z,80,430,62,True,geofence_violation,2.8
GLW_R000078,GLW_B0213,17afbca189380f92,GLW_Z049,GLW_Z029,55.865717,-4.259651,55.871454,-4.233592,2026-04-26T14:23:00Z,2026-04-26T14:29:16Z,376,1769,181,True,zone_full,5.8
GLW_R000079,GLW_B0056,423562405ae0ed5c,GLW_Z007,GLW_Z051,55.864436,-4.226662,55.888001,-4.226045,2026-04-20T16:15:00Z,2026-04-20T16:26:33Z,693,2707,173,False,,0.0
GLW_R000080,GLW_B0384,16d2910157948781,GLW_Z046,GLW_Z012,55.864685,-4.3292,55.861045,-4.238857,2026-05-11T07:23:00Z,2026-05-11T07:42:14Z,1154,5718,288,False,,0.0
GLW_R000081,GLW_B0171,0ea3b38b6e8940c6,GLW_Z050,GLW_Z025,55.862925,-4.263004,55.872197,-4.259282,2026-05-12T18:29:00Z,2026-05-12T18:33:49Z,289,1076,72,False,,0.0
GLW_R000082,GLW_B0132,360f10b59a9b765f,GLW_Z013,GLW_Z009,55.86183,-4.272019,55.861961,-4.272367,2026-04-22T16:09:00Z,2026-04-22T16:10:52Z,112,96,28,False,,0.0
GLW_R000083,GLW_B0141,e3f3710c466f6f11,GLW_Z025,GLW_Z001,55.872385,-4.259737,55.84975,-4.280396,2026-04-13T18:24:00Z,2026-04-13T18:37:00Z,780,2917,195,False,,0.0
GLW_R000084,GLW_B0038,6132fd92a4962360,GLW_Z057,GLW_Z048,55.858346,-4.249732,55.875771,-4.23689,2026-04-29T21:13:00Z,2026-04-29T21:22:40Z,580,2067,211,True,no_bikes_nearby,4.4
GLW_R000085,GLW_B0138,d48af65f7d077a8d,GLW_Z003,GLW_Z052,55.861218,-4.257375,55.862078,-4.270281,2026-05-13T10:06:00Z,2026-05-13T10:09:25Z,205,899,51,False,,0.0
GLW_R000086,GLW_B0188,6081bded4d4ead04,GLW_Z007,GLW_Z031,55.864179,-4.226659,55.8498,-4.232248,2026-05-15T15:42:00Z,2026-05-15T15:50:31Z,511,1757,127,False,,0.0
GLW_R000087,GLW_B0336,5975cf3351ee96df,GLW_Z011,GLW_Z025,55.874494,-4.264091,55.872665,-4.259508,2026-05-20T15:48:00Z,2026-05-20T15:50:16Z,136,395,94,True,geofence_violation,4.0
GLW_R000088,GLW_B0314,d430c127c574e364,GLW_Z060,GLW_Z024,55.848783,-4.271293,55.879259,-4.252626,2026-05-08T04:25:00Z,2026-05-08T04:36:22Z,682,3616,290,True,no_bikes_nearby,8.0
GLW_R000089,GLW_B0019,898bc050fc565aae,GLW_Z024,GLW_Z055,55.879115,-4.25241,55.866239,-4.241029,2026-04-13T07:17:00Z,2026-04-13T07:26:02Z,542,1613,135,False,,0.0
GLW_R000090,GLW_B0190,b0bc175a17a63af6,GLW_Z015,GLW_Z015,55.860862,-4.251761,55.861556,-4.250965,2026-05-02T10:22:00Z,2026-05-02T10:23:40Z,100,0,25,False,,0.0
GLW_R000091,GLW_B0022,6081bded4d4ead04,GLW_Z014,GLW_Z040,55.858269,-4.255046,55.827493,-4.302744,2026-04-17T17:19:00Z,2026-04-17T17:36:11Z,1031,4387,340,True,zone_full,5.5
GLW_R000092,GLW_B0323,5a40c70b36182c73,GLW_Z059,GLW_Z034,55.836244,-4.229968,55.860027,-4.257083,2026-05-23T12:47:00Z,2026-05-23T12:57:49Z,649,3135,162,False,,0.0
GLW_R000093,GLW_B0348,352120dbd809bfc2,GLW_Z057,GLW_Z059,55.858361,-4.250152,55.8367,-4.231563,2026-04-30T02:29:00Z,2026-04-30T02:37:26Z,506,2730,186,True,geofence_violation,4.0
GLW_R000094,GLW_B0384,1234624bb5b1f631,GLW_Z048,GLW_Z003,55.875507,-4.237209,55.861622,-4.256706,2026-04-12T11:34:00Z,2026-04-12T11:41:41Z,461,1956,115,False,,0.0
GLW_R000095,GLW_B0020,3cdc9f8082b89099,GLW_Z017,GLW_Z016,55.870462,-4.239106,55.862128,-4.25516,2026-05-22T05:15:00Z,2026-05-22T05:21:42Z,402,1397,139,True,zone_full,2.6
GLW_R000096,GLW_B0155,e7cb3dc9c029c4e2,GLW_Z025,GLW_Z049,55.872219,-4.25984,55.866155,-4.259438,2026-05-08T10:05:00Z,2026-05-08T10:07:14Z,134,710,33,False,,0.0
GLW_R000097,GLW_B0139,a9891af4610badaa,GLW_Z007,GLW_Z009,55.86396,-4.226647,55.861777,-4.272278,2026-05-14T08:35:00Z,2026-05-14T08:46:01Z,661,2857,165,False,,0.0
GLW_R000098,GLW_B0012,d32a53fc05582479,GLW_Z009,GLW_Z010,55.862471,-4.272142,55.854891,-4.245629,2026-05-07T17:09:00Z,2026-05-07T17:17:32Z,512,1851,128,False,,0.0
GLW_R000099,GLW_B0121,5ad97afc496e55e1,GLW_Z007,GLW_Z013,55.864416,-4.225975,55.861421,-4.27235,2026-05-15T12:38:00Z,2026-05-15T12:50:36Z,756,2865,243,True,zone_full,3.6
GLW_R000100,GLW_B0095,fd0b058c04eeaa87,GLW_Z022,GLW_Z015,55.855048,-4.251545,55.862564,-4.251694,2026-05-13T14:24:00Z,2026-05-13T14:28:54Z,294,748,193,True,no_bikes_nearby,8.0
GLW_R000101,GLW_B0186,90e9d8f4ae48576e,GLW_Z052,GLW_Z025,55.862637,-4.271981,55.873178,-4.259612,2026-05-05T05:49:00Z,2026-05-05T05:55:07Z,367,1289,163,True,geofence_violation,4.8
GLW_R000102,GLW_B0066,eb3cd6a7422c8b3f,GLW_Z030,GLW_Z003,55.869917,-4.293426,55.861564,-4.256941,2026-04-15T05:15:00Z,2026-04-15T05:23:24Z,504,2509,190,True,no_bikes_nearby,4.3
GLW_R000103,GLW_B0220,3d3915fc4e006153,GLW_Z054,GLW_Z047,55.863641,-4.239854,55.861125,-4.345502,2026-05-13T11:31:00Z,2026-05-13T11:53:30Z,1350,6639,337,False,,0.0
GLW_R000104,GLW_B0354,b5efd15c1160d848,GLW_Z037,GLW_Z031,55.864784,-4.284345,55.849532,-4.231424,2026-04-25T19:12:00Z,2026-04-25T19:25:56Z,836,3762,209,False,,0.0
GLW_R000105,GLW_B0101,f5818123dd3f775c,GLW_Z039,GLW_Z011,55.863468,-4.271301,55.874811,-4.26541,2026-05-13T08:10:00Z,2026-05-13T08:14:42Z,282,1378,70,False,,0.0
GLW_R000106,GLW_B0075,eb3cd6a7422c8b3f,GLW_Z012,GLW_Z047,55.860619,-4.238099,55.860561,-4.345515,2026-05-13T08:38:00Z,2026-05-13T08:59:36Z,1296,6742,324,False,,0.0
GLW_R000107,GLW_B0154,0e8b6fb5f4d4fc3c,GLW_Z053,GLW_Z055,55.870617,-4.255561,55.866183,-4.241956,2026-05-21T19:43:00Z,2026-05-21T19:48:16Z,316,1016,79,False,,0.0
GLW_R000108,GLW_B0113,67a36a07d9c3b175,GLW_Z010,GLW_Z017,55.855192,-4.245898,55.869141,-4.238674,2026-04-30T11:43:00Z,2026-04-30T11:53:17Z,617,1785,154,False,,0.0
GLW_R000109,GLW_B0330,1b8247157860db4d,GLW_Z018,GLW_Z027,55.841392,-4.265452,55.85538,-4.260145,2026-05-13T16:39:00Z,2026-05-13T16:44:31Z,331,1522,82,False,,0.0
GLW_R000110,GLW_B0187,309f87999194f0f1,GLW_Z036,GLW_Z053,55.868933,-4.309367,55.870364,-4.255536,2026-05-09T08:33:00Z,2026-05-09T08:47:32Z,872,3312,218,False,,0.0
GLW_R000111,GLW_B0293,826e86e397a42fc4,GLW_Z022,GLW_Z016,55.854389,-4.250667,55.862134,-4.254921,2026-05-21T14:47:00Z,2026-05-21T14:52:10Z,310,796,151,True,no_bikes_nearby,4.9
GLW_R000112,GLW_B0247,dc8ebdce3df97f1b,GLW_Z009,GLW_Z015,55.862871,-4.27312,55.86139,-4.250702,2026-05-12T17:43:00Z,2026-05-12T17:48:08Z,308,1309,77,False,,0.0
GLW_R000113,GLW_B0239,9d822de24e61e8e6,GLW_Z053,GLW_Z020,55.871162,-4.256093,55.850354,-4.256782,2026-04-21T18:25:00Z,2026-04-21T18:33:25Z,505,2251,126,False,,0.0
GLW_R000114,GLW_B0395,955c2d1dbcd97752,GLW_Z036,GLW_Z016,55.869166,-4.309457,55.861532,-4.254663,2026-04-30T21:24:00Z,2026-04-30T21:34:37Z,637,3442,238,True,geofence_violation,5.3
GLW_R000115,GLW_B0326,213aca73b6f824f3,GLW_Z001,GLW_Z048,55.849763,-4.281403,55.874575,-4.236946,2026-05-12T10:08:00Z,2026-05-12T10:22:54Z,894,4032,325,True,geofence_violation,6.8
GLW_R000116,GLW_B0074,2c0150212a52f12c,GLW_Z004,GLW_Z058,55.864946,-4.275309,55.877036,-4.282208,2026-04-30T10:26:00Z,2026-04-30T10:33:13Z,433,1490,226,True,geofence_violation,7.9
GLW_R000117,GLW_B0155,fa269b8fe9ada109,GLW_Z060,GLW_Z037,55.848325,-4.271444,55.865546,-4.284415,2026-05-07T21:47:00Z,2026-05-07T21:56:23Z,563,2029,140,False,,0.0
GLW_R000118,GLW_B0164,c6d3436256a130d8,GLW_Z019,GLW_Z054,55.890254,-4.329876,55.863429,-4.239174,2026-05-03T17:45:00Z,2026-05-03T18:14:14Z,1754,6384,438,False,,0.0
GLW_R000119,GLW_B0177,eb379a77857fb343,GLW_Z005,GLW_Z019,55.872135,-4.27703,55.890025,-4.330262,2026-05-09T09:03:00Z,2026-05-09T09:16:39Z,819,3895,278,True,geofence_violation,4.9
GLW_R000120,GLW_B0040,56915a7e9079bff3,GLW_Z005,GLW_Z022,55.871975,-4.277338,55.855009,-4.251924,2026-04-27T13:41:00Z,2026-04-27T13:49:48Z,528,2476,183,True,no_bikes_nearby,3.4
GLW_R000121,GLW_B0321,213aca73b6f824f3,GLW_Z018,GLW_Z038,55.842449,-4.265514,55.884766,-4.230257,2026-04-25T09:35:00Z,2026-04-25T09:56:04Z,1264,5239,385,True,zone_full,4.6
